koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_disposition
9.02436414,133.54199,0.014,3.011,214.6,0.01334,2.90361,1.62,0.085,89.97,939.0,183.39,23.21,4.83319,25.88844,23.5,2,143.0,0.8983,5885.0,4.348,0.0,1.111,1.004,290.94449,40.480042,13.642,CONFIRMED
17.3408735,138.96694,0.489,3.398,159.0,0.011797,2.59392,1.43,0.1313,89.19,755.0,76.86,34.5,5.099657,14.869048,13.5,2,76.0,0.1875,5885.0,4.348,0.0,1.111,1.004,290.94449,40.480042,13.642,CONFIRMED
0.814280672,131.64736,0.701,2.326,134.9,0.011362,0.27024,1.91,0.0185,70.66,2563.0,10224.99,2.116,4.701431,28.792877,12.3,1,1643.0,0.902,6366.0,4.167,0.04,1.543,1.273,292.49802,49.329006,11.751,FALSE POSITIVE
0.878855771,131.49524,0.41,1.1014,269.7,0.015318,4.54217,1.57,0.0172,85.88,1864.0,2857.19,5.7,3.6341784,16.841465,25.3,1,1217.0,0.8532,5727.0,4.438,-0.22,0.937,0.877,294.57697,38.265518,14.853,FALSE POSITIVE
2.49432176,133.61066,0.069,2.3269,8043.0,0.081558,2.11555,8.91,0.0361,89.55,1342.0,766.49,8.861,30.861826,128.06352,43.2,1,209.0,0.2871,5780.0,4.438,0.0,1.0,1.0,294.1062,46.210991,17.69,FALSE POSITIVE
17.57704569,137.73116,1.25,2.022,670.0,0.27658,0.32387,27.21,0.1239,85.89,673.0,48.33,17.42,5.422864,17.63702,19.1,1,61.0,0.6748,5653.0,4.442,-0.32,0.901,0.819,285.09872,41.775921,14.94,CANDIDATE
1.00652785,131.71627,0.467,1.3175,125.9,0.010575,2.74581,1.03,0.0195,84.93,1815.0,2556.97,5.28,5.118094,14.789312,17.9,1,1064.0,0.9594,6089.0,4.527,-0.36,0.889,0.971,294.63834,39.39798,14.716,FALSE POSITIVE
1.99566293,132.8585,0.564,4.514,197.0,0.013185,0.12071,1.11,0.0294,78.95,1182.0,462.26,2.94,4.6888785,18.140957,21.9,1,674.0,0.0034,5235.0,4.595,-0.06,0.771,0.862,297.82056,41.96693,15.734,FALSE POSITIVE
0.755111225,131.80687,0.694,3.164,168.0,0.012635,0.12963,1.38,0.0163,63.85,1999.0,3759.62,1.575,5.251114,19.254623,76.4,1,1375.0,0.4041,5780.0,4.438,0.0,1.0,1.0,284.35446,40.723286,13.573,FALSE POSITIVE
1.400755743,132.02177,0.413,1.0562,144.4,0.011144,7.94542,1.3,0.0237,87.48,1628.0,1659.74,9.38,3.8200362,16.541586,19.8,1,956.0,0.0981,5487.0,4.333,0.12,1.072,0.902,287.19247,39.626148,14.456,CANDIDATE
25.8730914,143.28644,0.196,5.085,694.4,0.024151,1.68678,2.88,0.1741,89.71,667.0,46.82,39.08,5.3891897,16.604742,20.1,1,21.0,0.745,6036.0,4.382,0.02,1.093,1.048,285.79724,40.93618,15.323,CONFIRMED
20.2642023,135.27919,0.914,4.664,185.3,0.015063,0.14522,2.12,0.1495,86.42,770.0,82.92,14.66,4.67066,16.409773,19.9,2,51.0,0.3645,5937.0,4.251,0.1,1.291,1.084,284.56567,41.778481,13.701,CONFIRMED
1.28132831,169.665953,0.926,0.9157,525.5,0.025924,1.27918,4.52,0.0222,78.89,2215.0,5673.71,4.81,8.272017,69.95161,196.4,1,1670.0,0.9224,5918.0,3.978,-0.62,1.596,0.881,295.10114,40.986679,12.107,CANDIDATE
7.44136102,137.74695,0.862,4.554,79.7,0.009401,0.09956,1.33,0.0767,82.53,1075.0,315.02,6.63,3.7584956,12.799112,14.2,2,136.0,0.207,5937.0,4.251,0.1,1.291,1.084,284.56567,41.778481,13.701,CONFIRMED
99.2532336,148.53067,0.947,7.208,538.0,0.027854,0.1428,2.17,0.3869,88.71,300.0,1.93,42.1,5.8654637,14.278832,20.5,1,15.0,0.6727,5010.0,4.623,-0.16,0.715,0.798,285.71741,44.758419,14.699,CONFIRMED
3.84933401,134.43526,0.591,2.299,503.9,0.021409,1.55651,2.12,0.048,86.83,1147.0,408.84,10.68,4.256297,12.084565,13.6,1,225.0,0.3205,5984.0,4.521,-0.2,0.906,0.993,294.36057,38.948181,15.851,FALSE POSITIVE
119.0833042,163.56212,1.257,2.558,2951.0,0.326228,4.57203,22.19,0.4106,89.52,240.0,0.78,150.8,6.6023498,13.552178,18.9,1,11.0,0.8677,4412.0,4.662,-0.2,0.623,0.65,295.67798,51.257839,15.823,CANDIDATE
27.8813154,134.51369,0.168,6.346,209.2,0.013372,0.91918,1.54,0.1832,89.71,681.0,50.86,33.55,4.6876445,12.957856,15.5,1,46.0,0.0731,6434.0,4.414,-0.36,1.055,1.048,299.6611,44.112381,13.603,CANDIDATE
6.4802138,132.8598,0.725,3.27,142.0,0.011743,0.5535,1.26,0.0662,86.12,934.0,180.05,10.71,3.5826268,12.623598,13.7,1,160.0,0.4164,5496.0,4.417,0.14,0.983,0.92,298.66235,48.24876,14.421,CONFIRMED
7.50790041,138.7047,0.795,5.646,145.0,0.012157,0.08891,1.77,0.0825,82.89,1138.0,396.33,6.42,5.932929,25.74665,11.9,1,144.0,0.9983,6408.0,4.309,0.3,1.337,1.329,297.74728,48.694309,11.125,CANDIDATE
21.3910125,141.29764,0.347,3.512,645.8,0.022958,3.71178,1.72,0.1367,89.56,483.0,12.88,44.8,10.868103,26.220987,25.1,1,64.0,0.7243,4889.0,4.637,-0.22,0.686,0.759,290.28503,40.689362,14.985,FALSE POSITIVE
14.3832267,140.57648,0.7,8.378,178.5,0.013044,0.0819,1.84,0.1188,85.84,889.0,147.78,9.64,5.694523,28.77161,39.0,3,89.0,0.8849,6115.0,4.249,-0.04,1.291,1.077,290.08276,50.86348,13.312,CONFIRMED
47.3186631,170.06035,0.189,10.465,263.4,0.014906,0.34537,2.1,0.2627,89.69,598.0,30.22,34.45,16.25048,26.285856,36.2,3,28.0,0.0924,6115.0,4.249,-0.04,1.291,1.077,290.08276,50.86348,13.312,CONFIRMED
11.12827427,139.54417,0.594,2.6118,6057.0,0.073529,3.77092,4.04,0.0781,88.83,408.0,6.52,29.1,14.222022,55.062897,65.6,3,58.0,0.7763,3640.0,4.744,0.21,0.503,0.513,294.52859,46.640968,16.835,CONFIRMED
2.21571296,131.82107,0.796,1.8211,285.1,0.017229,0.81054,1.7,0.0313,82.3,1283.0,638.56,5.95,4.097107,17.881384,22.1,1,515.0,0.1668,5417.0,4.447,-0.08,0.901,0.83,297.02008,43.432549,15.392,CONFIRMED
34.4585495,147.82493,0.626,7.434,431.0,0.019948,0.36979,1.88,0.2039,88.74,559.0,23.05,28.5,5.452842,19.588993,23.7,1,39.0,0.3742,6161.0,4.545,-0.5,0.862,0.95,296.77283,50.188419,14.936,CONFIRMED
3.35184041,131.64441,0.091,1.9855,345.3,0.017094,3.76628,1.88,0.0449,89.6,1294.0,661.69,13.08,4.6328583,18.348112,20.0,1,391.0,0.7019,6198.0,4.464,-0.16,1.005,1.072,294.29453,50.725368,15.526,CONFIRMED
1.615758517,131.68535,0.234,1.734,41.7,0.005939,2.47521,1.31,0.0266,88.08,2158.0,5140.67,6.99,4.7016373,17.324373,18.0,1,833.0,0.7199,5622.0,3.813,-0.52,2.017,0.965,299.05725,44.074902,12.743,FALSE POSITIVE
110.3783828,175.9317,0.014,12.211,489.8,0.020351,0.54306,3.02,0.4756,89.99,473.0,11.82,70.456,19.879332,59.904533,108.9,1,12.0,0.7236,6342.0,4.242,-0.06,1.359,1.175,285.72879,38.506973,10.56,CANDIDATE
3.4462125,132.22894,0.704,2.101,83.5,0.008944,1.19812,0.7,0.0393,85.56,1015.0,251.24,9.09,3.4557226,13.210224,15.6,5,386.0,0.1949,5374.0,4.555,-0.68,0.721,0.68,288.83136,47.551991,13.851,CONFIRMED
2.005414293,133.24526,0.874,1.934,59.5,0.008216,0.32148,0.65,0.0274,77.66,1216.0,516.85,4.09,4.43047,10.735407,13.9,5,625.0,0.643,5374.0,4.555,-0.68,0.721,0.68,288.83136,47.551991,13.851,CONFIRMED
4.28886792,132.37761,0.534,2.599,59.3,0.007254,1.29055,0.57,0.0455,87.16,944.0,187.43,10.79,3.9603486,7.395775,11.1,5,240.0,0.1808,5374.0,4.555,-0.68,0.721,0.68,288.83136,47.551991,13.851,CANDIDATE
1.868564038,132.51442,0.456,1.192,176.7,0.012495,6.91988,1.4,0.0299,87.59,1565.0,1417.56,10.85,3.8558307,13.279348,17.2,1,719.0,0.4778,6065.0,4.427,-0.12,1.023,1.018,289.64764,43.579182,14.944,FALSE POSITIVE
24.5752524,144.18324,0.489,2.258,1003.4,0.029364,13.37272,1.64,0.1351,89.63,316.0,2.35,75.3,5.2338805,12.88293,12.1,1,45.0,0.1417,3678.0,4.755,0.26,0.512,0.545,287.94861,42.156139,15.907,CANDIDATE
15.1408916,143.74584,0.136,4.359,476.8,0.019976,1.59423,1.93,0.1189,89.71,714.0,61.42,26.83,5.270732,17.565126,20.1,1,77.0,0.9749,5926.0,4.532,-0.2,0.887,0.978,288.76697,46.394421,15.679,CONFIRMED
11.39169531,141.55983,0.849,5.0,51.0,0.007494,0.12472,1.02,0.0956,84.87,886.0,145.67,9.49,4.283671,13.815522,19.0,1,119.0,0.4031,5557.0,4.198,0.0,1.249,0.897,289.39474,41.782349,11.926,CONFIRMED
10.1747037,132.3605,0.726,5.179,52.4,0.007125,0.21251,1.04,0.0924,86.04,985.0,222.53,10.52,3.3278358,10.013133,11.8,2,103.0,0.1241,5866.0,4.191,0.0,1.339,1.016,285.87579,41.332432,13.313,CANDIDATE
2.44358543,132.80194,0.258,1.852,59.1,0.007015,3.0114,0.67,0.0337,88.5,1249.0,574.37,9.83,3.0879076,10.947981,11.9,1,425.0,0.6009,5561.0,4.486,-0.18,0.873,0.85,284.45947,40.142559,13.348,CONFIRMED
1.7592691,132.07552,0.564,2.381,140.4,0.011222,0.67402,1.21,0.0278,83.24,1519.0,1254.94,4.8,4.229135,12.317422,13.5,1,641.0,0.5018,5784.0,4.416,-0.14,0.984,0.921,295.23151,44.1129,15.229,FALSE POSITIVE
2.226496196,133.37195,0.048,1.7073,1839.1,0.038292,4.23146,2.1,0.0267,89.73,697.0,55.76,10.35,5.6208835,31.130331,36.0,3,274.0,0.267,3640.0,4.744,0.21,0.503,0.513,294.52859,46.640968,16.835,CONFIRMED
5.72084599,134.66576,0.166,2.744,1316.0,0.032418,2.47495,1.78,0.0501,89.41,509.0,15.84,16.24,3.873407,15.0563755,20.5,3,94.0,0.8079,3640.0,4.744,0.21,0.503,0.513,294.52859,46.640968,16.835,CONFIRMED
0.962864171,132.12548,0.736,1.6802,303.5,0.017264,0.66163,1.52,0.0183,76.66,1666.0,1828.67,3.19,4.6663327,25.515627,31.6,2,1355.0,0.7937,5704.0,4.575,-0.3,0.804,0.897,293.20453,45.435398,15.81,CONFIRMED
16.23847733,171.019564,0.766,3.9699,646.7,0.025459,0.69363,2.76,0.1235,87.94,711.0,60.35,21.3,33.625008,177.37422,125.8,1,79.0,0.048,5683.0,4.422,0.04,0.993,0.951,297.06961,40.525131,10.297,CONFIRMED
6.46004728,135.96779,0.828,1.979,394.2,0.020507,1.50481,1.8,0.0652,86.82,883.0,144.06,14.92,3.3010538,12.190126,17.0,2,167.0,0.8978,5704.0,4.575,-0.3,0.804,0.897,293.20453,45.435398,15.81,CONFIRMED
4.76831033,134.86116,0.191,3.2363,251.8,0.014616,1.17951,1.78,0.0568,89.03,1219.0,522.81,11.23,5.774666,29.862207,35.4,1,131.0,0.2485,6237.0,4.374,-0.08,1.116,1.069,287.0863,46.945808,14.083,CONFIRMED
44.616751,164.45238,0.618,7.831,239.7,0.014887,0.40915,2.31,0.2638,88.99,693.0,54.56,35.0,5.848415,20.620901,28.4,1,31.0,0.8938,6763.0,4.22,-0.32,1.424,1.235,292.47797,46.022831,13.791,CONFIRMED
1.714410345,131.86549,0.56,3.336,50.4,0.006757,0.24598,1.84,0.03,80.44,2551.0,10025.53,3.37,3.9340475,18.520512,22.9,1,786.0,0.4113,6340.0,3.731,-0.58,2.498,1.223,291.68573,39.42886,13.297,FALSE POSITIVE
3.40165617,132.06195,0.906,1.9617,155.9,0.013564,0.36733,1.34,0.044,81.42,1236.0,552.42,6.08,3.7743106,17.603607,19.9,1,397.0,0.8481,6177.0,4.516,-0.4,0.906,0.982,291.84131,45.17918,14.497,CONFIRMED
14.00948631,132.96947,0.268,3.399,169.9,0.011757,2.79544,0.98,0.104,89.5,617.0,34.32,30.72,4.611222,19.319672,22.6,1,93.0,0.2191,5153.0,4.551,-0.18,0.767,0.763,299.65961,40.843849,13.38,CONFIRMED
1.703359172,132.46185,0.152,1.914,57.6,0.006997,2.04461,0.69,0.0274,88.72,1525.0,1284.58,6.79,3.5878737,11.803434,13.9,1,788.0,0.2707,6026.0,4.503,-0.34,0.904,0.949,293.07806,38.359081,13.778,FALSE POSITIVE
3.77881664,134.208,0.628,5.819,47.1,0.006588,0.08346,3.99,0.0606,80.92,2580.0,10473.57,3.98,4.3269625,16.157675,22.2,1,354.0,0.9307,6115.0,3.267,-0.04,5.544,2.072,292.23782,39.00507,12.923,FALSE POSITIVE
1.311558909,131.53283,0.218,1.919,141.3,0.010897,1.53669,1.15,0.024,87.6,1655.0,1776.99,5.189,3.3469133,15.153018,17.2,1,1016.0,0.7325,5926.0,4.501,0.07,0.963,1.072,288.88663,44.83955,15.371,CONFIRMED
1.291233083,131.99105,0.2,1.855,66.0,0.007518,1.67516,0.89,0.0242,87.84,1887.0,2993.7,5.29,3.5694857,13.147721,15.9,1,1032.0,0.7825,6384.0,4.419,-0.16,1.086,1.129,285.75204,39.24921,14.135,CONFIRMED
10.573751447,175.067739,0.785,1.7259,298.9,0.017524,4.7061,2.07,0.0964,88.51,844.0,120.25,30.3,14.342573,77.65751,82.0,1,129.0,0.0568,5720.0,4.4,0.34,1.08,1.067,287.47852,38.22884,11.457,CONFIRMED
3.7847507,133.50785,0.021,2.924,33.5,0.00528,1.30294,0.7,0.0494,89.88,1311.0,699.15,9.96,2.8722446,11.365295,12.2,1,351.0,0.7347,6017.0,4.326,0.14,1.206,1.126,292.33755,47.6642,12.581,CONFIRMED
2.17291055,131.73552,0.362,2.139,76.4,0.008116,1.57827,0.93,0.034,87.17,1507.0,1220.49,7.33,3.2666,12.720676,13.6,1,498.0,0.7216,6164.0,4.446,-0.02,1.045,1.109,294.86319,40.007511,14.229,CANDIDATE
18.2206024,141.37607,0.125,5.109,201.8,0.012951,1.17086,1.78,0.1406,89.74,786.0,90.43,27.39,4.1889167,15.275195,19.7,2,74.0,0.5192,5951.0,4.283,0.14,1.262,1.117,294.33646,44.918289,14.544,CONFIRMED
7.35101287,133.63951,0.608,2.757,115.9,0.010277,1.55852,1.42,0.0768,87.88,1064.0,303.08,16.45,3.399421,10.0476,12.8,2,175.0,0.612,5951.0,4.283,0.14,1.262,1.117,294.33646,44.918289,14.544,CANDIDATE
47.4497134,173.4565,0.016,10.675,206.4,0.013113,0.34208,1.61,0.2602,89.97,551.0,21.82,34.4,4.7789087,13.829741,16.9,2,24.0,0.2722,6007.0,4.353,0.0,1.126,1.042,299.67587,47.07584,14.089,CONFIRMED
0.929906166,132.25126,0.102,1.743,108.7,0.009563,1.54821,1.48,0.0191,88.59,2291.0,6514.57,4.136,4.6398687,35.40818,79.7,1,1440.0,0.8991,6039.0,4.169,-0.04,1.413,1.075,292.87228,46.098881,12.41,CONFIRMED
0.784513087,131.98751,0.029,1.9206,316.6,0.015257,1.0278,131.4,0.0201,89.48,10634.0,3036857.56,3.2217,4.4851136,19.132915,47.7,1,1661.0,0.871,3853.0,0.892,-0.22,78.869,1.772,299.55634,40.460297,13.819,FALSE POSITIVE
4.11585514,134.11726,0.807,1.4858,425.8,0.02144,2.61821,1.93,0.0466,86.52,895.0,151.55,13.28,4.843243,24.11104,20.8,2,319.0,0.965,4827.0,4.508,0.32,0.823,0.796,291.18497,40.311211,15.141,CONFIRMED
6.57159435,132.74598,0.751,3.1044,65.7,0.008051,0.56886,1.26,0.0694,86.05,1211.0,507.81,10.91,10.728374,28.712275,30.7,1,203.0,0.0519,6042.0,4.139,-0.16,1.432,1.029,295.43967,44.039162,10.338,CANDIDATE
33.878639,160.21869,0.923,6.194,700.1,0.030037,0.11483,3.52,0.2004,87.23,564.0,24.0,19.1,7.2801695,24.357214,27.9,1,29.0,0.5916,5533.0,4.348,0.16,1.072,0.933,285.01721,42.085381,15.16,CONFIRMED
27.5722144,145.39543,0.562,5.256,296.3,0.016268,0.97237,1.94,0.1834,89.05,636.0,38.62,33.9,4.8246074,18.632256,20.0,1,49.0,0.4126,5912.0,4.397,0.16,1.09,1.079,292.08746,49.788761,14.718,CONFIRMED
2.12821621,132.48055,0.098,3.146,25.9,0.004636,0.58726,0.7,0.0341,88.92,1668.0,1831.55,5.2,6.285831,17.564272,22.1,1,498.0,0.3745,5952.0,4.227,0.18,1.377,1.168,286.33835,48.744099,11.126,CONFIRMED
0.703399912,131.65929,0.393,0.823,531.4,0.021683,9.08068,2.15,0.0155,86.36,2013.0,3879.31,6.19,3.426964,16.12382,32.0,1,1419.0,1.0,5955.0,4.52,-0.16,0.91,0.999,284.4447,40.693508,15.728,FALSE POSITIVE
2.5355023,132.20054,0.965,7.189,354.6,0.022452,0.00712,2.7,0.0385,44.06,1477.0,1127.68,1.343,4.0670114,15.28427,37.6,1,456.0,0.8502,6268.0,4.429,0.07,1.1,1.188,298.85361,40.131088,15.273,FALSE POSITIVE
0.868122253,131.83212,0.006,1.5471,231.3,0.013923,2.11791,1.65,0.0188,89.92,2047.0,4163.14,4.386,5.2245793,15.958482,23.2,1,1303.0,0.7921,6116.0,4.44,0.21,1.084,1.181,293.68356,47.833141,15.8,CANDIDATE
1.332560553,132.05303,0.37,3.315,31.7,0.005094,0.27213,0.4,0.0218,82.79,1249.0,574.99,2.945,3.5125585,20.226822,26.1,2,1006.0,0.3446,4947.0,4.621,-0.06,0.714,0.8,295.15051,46.772305,12.912,FALSE POSITIVE
18.936061,139.0725,0.285,22.27,24.3,0.004418,0.01311,0.34,0.1279,87.4,516.0,16.7,6.287,4.080232,9.439787,14.0,2,73.0,0.6241,4947.0,4.621,-0.06,0.714,0.8,295.15051,46.772305,12.912,FALSE POSITIVE
10.65275054,136.08994,0.051,2.684,740.7,0.024669,4.98044,2.2,0.0918,89.91,737.0,69.81,31.03,4.1289887,15.265494,17.5,1,107.0,0.3597,5602.0,4.571,-0.16,0.817,0.913,291.34998,45.172272,15.97,CONFIRMED
3.30040818,133.56723,0.008,4.462,98.8,0.009123,0.32701,1.43,0.0471,89.92,1543.0,1341.9,5.732,3.6747339,14.801852,19.3,2,341.0,0.9807,6333.0,4.229,0.16,1.438,1.279,296.29355,43.403271,13.749,CONFIRMED
5.62950902,136.8607,0.974,6.542,297.5,0.021476,0.00675,2.11,0.0619,64.27,979.0,216.41,2.24,3.7301984,11.66244,14.3,1,405.0,0.0,5822.0,4.529,-0.06,0.898,0.994,298.03931,39.901939,15.957,FALSE POSITIVE
13.84301228,139.95334,0.052,4.077,567.8,0.02167,1.83117,1.98,0.11,89.89,699.0,56.45,26.47,3.767211,14.495762,17.5,2,60.0,0.022,5745.0,4.559,-0.2,0.837,0.928,296.26456,39.40596,15.48,CANDIDATE
24.2758992,152.43133,0.441,4.59,702.2,0.024621,1.67687,2.25,0.16,89.32,580.0,26.68,37.4,4.28394,12.554711,17.0,2,33.0,0.5921,5745.0,4.559,-0.2,0.837,0.928,296.26456,39.40596,15.48,CONFIRMED
54.4099612,175.40307,0.157,9.314,193.0,0.012628,0.56867,1.56,0.2768,89.8,513.0,16.35,44.65,5.6414237,14.665101,20.8,1,25.0,0.8924,5746.0,4.309,0.0,1.133,0.954,294.83102,46.659592,13.852,CONFIRMED
9.12209336,138.83306,1.236,4.347,906.8,0.268689,0.0241,28.17,0.0872,74.86,863.0,131.35,4.73,8.112518,20.634432,22.2,1,63.0,0.8637,5899.0,4.499,0.07,0.96,1.06,293.07834,42.277039,15.676,FALSE POSITIVE
19.94752741,144.2469,0.094,1.756,861.3,0.026742,33.2308,2.52,0.1421,89.94,625.0,36.14,88.7,4.3180394,14.430404,16.0,1,65.0,0.979,5749.0,4.547,-0.1,0.864,0.961,288.95551,44.7057,15.999,CONFIRMED
13.84984567,141.64914,0.012,7.2783,84.6,0.008397,0.31133,1.45,0.1133,89.95,977.0,214.98,14.67,6.1208806,16.726513,35.2,2,94.0,0.2687,5919.0,4.042,-0.2,1.585,1.009,291.25018,49.231834,11.866,CONFIRMED
6.12479773,134.93803,0.79,3.466,129.3,0.011473,0.31706,1.51,0.0659,84.71,1140.0,399.43,8.57,4.5355062,27.188307,20.1,5,217.0,0.6531,6052.0,4.285,-0.12,1.202,1.015,288.37024,43.35461,13.268,CONFIRMED
11.24284815,136.32084,0.52,4.241,136.0,0.010988,0.81171,1.44,0.0988,88.3,931.0,177.7,17.57,4.190815,17.8426,17.4,5,103.0,0.927,6052.0,4.285,-0.12,1.202,1.015,288.37024,43.35461,13.268,CONFIRMED
4.02877097,133.76774,0.193,3.173,100.4,0.009204,1.03961,1.21,0.0498,88.85,1311.0,699.45,9.63,4.5831184,21.858406,18.6,5,311.0,0.6692,6052.0,4.285,-0.12,1.202,1.015,288.37024,43.35461,13.268,CONFIRMED
8.92114318,137.49071,0.12,3.933,110.8,0.009647,1.24769,1.27,0.0847,89.6,1006.0,241.79,17.38,5.298493,15.35378,15.3,5,127.0,0.7803,6052.0,4.285,-0.12,1.202,1.015,288.37024,43.35461,13.268,CONFIRMED
7.81285862,172.6138,0.03,4.098,117.3,0.009941,0.98735,1.68,0.0817,89.88,1196.0,483.06,14.714,6.1769357,34.52071,32.3,2,171.0,0.6158,6237.0,4.136,0.0,1.543,1.187,288.10086,50.033718,10.421,CONFIRMED
18.01164974,185.09162,0.924,6.7367,107.8,0.011469,0.03546,1.83,0.1469,83.74,900.0,155.37,8.47,6.8765807,38.87934,60.8,1,76.0,0.2566,6477.0,4.224,0.1,1.459,1.3,287.34573,43.378391,10.927,CONFIRMED
0.916142298,132.02221,0.232,1.1555,98.5,0.008995,4.81851,0.6,0.0156,87.78,1212.0,507.47,5.98,3.830456,18.559893,23.0,1,1462.0,0.5557,4374.0,4.639,-0.34,0.614,0.6,293.60873,42.197681,14.107,CONFIRMED
0.597933473,131.95386,0.562,1.918,106.0,0.009816,0.51301,1.24,0.0147,74.7,2564.0,10196.42,2.132,3.5638888,20.474722,26.0,1,2236.0,0.8601,6543.0,4.382,-0.16,1.159,1.181,299.07883,40.832291,13.364,FALSE POSITIVE
2.69636494,132.99372,0.628,3.892,109.0,0.009999,0.20105,1.24,0.0358,81.53,1406.0,925.14,4.26,3.5224113,17.329914,22.2,1,501.0,0.6138,5653.0,4.25,-0.22,1.139,0.842,283.73706,47.797131,14.515,FALSE POSITIVE
6.99205021,138.05147,0.944,5.037,33.4,0.006619,0.02168,1.06,0.0735,75.72,1194.0,479.87,3.83,4.661273,17.720652,24.4,1,196.0,0.5369,6057.0,4.139,-0.06,1.467,1.081,299.16049,41.14373,10.787,CONFIRMED
12.0999065,143.04424,0.14,3.558,165.5,0.011614,2.28077,1.39,0.1011,89.69,807.0,100.37,26.04,4.1084285,12.935891,15.1,4,110.0,0.2762,5553.0,4.33,0.16,1.098,0.941,290.20163,48.185822,14.754,CONFIRMED
5.36375016,134.65014,0.008,2.94,114.3,0.00963,1.83604,1.15,0.0588,89.97,1059.0,296.73,14.08,5.4200745,11.9805565,14.4,4,249.0,0.9152,5553.0,4.33,0.16,1.098,0.941,290.20163,48.185822,14.754,CONFIRMED
3.17319407,133.38365,0.211,2.512,135.8,0.010595,1.63985,0.91,0.0379,88.73,1077.0,318.23,9.56,3.8491251,20.517807,16.2,1,429.0,0.855,5369.0,4.508,-0.44,0.784,0.722,296.88654,42.655079,14.162,FALSE POSITIVE
5.24368302,132.7109,0.006,10.873,225.4,0.013281,0.03714,0.91,0.0504,89.91,654.0,43.13,3.779,5.217508,25.563253,36.9,1,265.0,0.46,4194.0,4.633,-0.06,0.629,0.619,291.89893,41.744492,15.29,FALSE POSITIVE
5.1952021,133.34401,0.604,2.1552,320.8,0.016999,2.40992,1.37,0.0523,87.71,836.0,115.35,15.09,3.2146199,13.031365,17.7,2,156.0,0.925,5044.0,4.551,-0.28,0.738,0.708,292.37903,39.435841,14.937,CANDIDATE
0.591280187,131.74406,0.395,1.1656,135.0,0.01087,2.66879,1.3,0.0146,83.81,2385.0,7620.01,3.67,3.4424198,16.169512,21.6,1,1806.0,0.9462,6246.0,4.433,0.07,1.092,1.18,294.47125,40.278759,15.046,FALSE POSITIVE
3.93766786,135.27724,0.226,4.655,24.3,0.004548,0.31319,1.36,0.0555,87.96,1947.0,3388.82,6.355,3.3288972,11.470975,16.8,1,344.0,0.0866,6277.0,3.728,-0.06,2.741,1.465,283.45319,45.084141,11.801,CONFIRMED
31.6084371,134.68285,0.022,3.675,331.6,0.016769,5.64196,1.89,0.2013,89.98,634.0,38.1,66.79,5.1692405,14.320765,16.2,1,44.0,0.5739,6341.0,4.446,-0.24,1.033,1.083,290.9288,47.887249,14.756,CANDIDATE
16.1558656,140.23012,0.973,3.798,731.3,0.035167,0.11086,2.04,0.1012,85.16,455.0,10.1,11.52,4.471319,15.271056,17.5,1,70.0,0.6735,4504.0,4.713,-1.06,0.53,0.528,297.27222,43.098721,15.771,CANDIDATE
1.465943491,132.32801,0.211,1.513,52.3,0.00669,3.43932,1.6,0.0271,88.34,2472.0,8804.6,7.31,6.695679,12.934267,15.8,1,365.0,0.4213,6230.0,3.847,-0.26,2.19,1.229,297.3176,48.239368,13.147,FALSE POSITIVE
28.45489091,176.706265,0.5,8.1593,1418.6,0.035375,0.32991,6.08,0.1993,88.82,769.0,82.7,24.17,36.46606,193.47043,244.7,3,48.0,0.4957,6206.0,4.159,0.22,1.573,1.305,295.48651,51.0135,11.684,CONFIRMED
1.952711161,133.160986,0.962,0.872,403.0,0.024933,1.13937,2.58,0.0308,80.96,1403.0,917.15,6.12,4.4202523,21.784075,30.7,1,684.0,0.9188,5741.0,4.495,0.12,0.946,1.02,292.42749,38.472912,14.575,CONFIRMED
0.620739667,132.10051,1.158,2.477,108.2,0.167382,0.08374,29.28,0.0154,14.24,2947.0,17924.29,1.195,3.8124278,21.807358,30.8,1,2156.0,0.9833,6559.0,4.133,-0.18,1.602,1.277,299.50751,40.477428,12.878,FALSE POSITIVE
0.587470828,131.49788,1.161,2.4382,193.8,0.175174,0.0976,51.02,0.0147,16.62,3434.0,33039.47,1.212,3.89145,15.010525,48.3,1,1136.0,0.9771,5787.0,3.678,-0.42,2.667,1.236,299.06491,41.508301,13.744,FALSE POSITIVE
0.934924739,132.17846,0.309,2.052,73.8,0.007993,0.85111,2.29,0.0215,84.79,3156.0,23533.0,3.4,4.3747516,23.09775,20.3,1,1139.0,0.7182,6477.0,3.781,-0.2,2.628,1.519,299.62952,47.479809,12.31,FALSE POSITIVE
25.7054557,156.66709,0.722,6.059,266.3,0.016043,0.35719,1.75,0.1734,88.22,670.0,47.76,23.2,5.8489003,21.014833,27.6,1,52.0,0.9955,6326.0,4.459,-0.32,1.001,1.047,297.98141,39.900162,13.859,FALSE POSITIVE
